ghi_10min,air_temp,
3.63,13.2,1
8.47,13.3,1
16.5,13.4,1
22.12,13.4,1
33.9,13.5,1
58.55,13.6,1
67.6,13.7,1
54.76,13.9,1
70.11,14,1
69.69,14.2,1
73.88,14.4,1
91.6,14.4,1
119.7,14.44,1
135.7,14.6,1
122.1,14.72,1
112.6,14.84,1
82.5,14.9,1
141.5,14.8,1
94.5,14.8,1
103.6,14.9,1
132.2,14.6,1
161.6,14.9,1
139.9,15,1
145.3,15,1
152,15.2,1
135.9,15.4,1
181.5,15.46,1
187.2,15.5,1
177,15.7,1
141,15.86,1
127.2,16,1
132.5,15.9,1
120,15.8,1
197.7,16,1
235,16.34,1
202.9,16.6,1
138.6,16.86,1
132.5,16.6,1
148.3,16.4,1
137.7,16.3,1
152,16.52,1
168,16.6,1
179,16.6,1
158.3,16.5,1
114.9,16.58,1
198.3,16.6,1
156.4,16.64,1
166.9,16.72,1
116.2,16.5,1
122.1,16.48,1
114,16.58,1
63.08,16.6,1
52.54,16.36,1
44.12,16.2,1
18.84,16.1,1
2.76,15.9,1
0.8,9.2,1
7.3,9.1,1
16.96,9.1,1
23.99,9,1
38.06,9,1
41.76,8.9,1
83.7,9.1,1
113.3,9.2,1
202.6,9.6,1
208.1,10.2,1
254.9,10.56,1
274.7,11.1,1
299.4,11.5,1
317.4,11.42,1
346.6,11.82,1
372.3,12.56,1
209.2,12.7,1
159.8,12.9,1
120.6,13,1
459,13.36,1
547.9,13.54,1
346.2,14,1
362,13.8,1
354.6,13.7,1
270.5,13.48,1
289.8,13.36,1
177.8,13.6,1
230.1,13.5,1
169.6,13.3,1
157.4,13,1
157.9,13,1
138.9,13.1,1
166.2,13.1,1
122.3,13.3,1
135.2,13.4,1
154.7,13.5,1
135.9,13.62,1
130.3,13.7,1
151.3,13.8,1
154.8,13.8,1
131.8,13.82,1
122.1,13.5,1
150.7,13.52,1
137.2,13.5,1
112.5,13.6,1
108.8,13.6,1
138.1,13.5,1
71.25,13.7,1
55.52,13.76,1
57.84,13.5,1
73.58,13.5,1
61.1,13.52,1
43.59,13.7,1
30.59,13.4,1
16.7,13.2,1
8.25,13.1,1
2.32,13,1
1.29,11,1
8.01,10.8,1
38.37,10.9,1
82.8,11.42,1
101,12.1,1
130.5,12.6,1
132.3,13,1
142.4,13.1,1
109.4,12.8,1
239.3,13.16,1
250.1,14.06,1
265.6,14.5,1
288.6,15,1
291.9,15.12,1
356.3,14.54,1
366,15.46,1
403.6,15.28,1
442.1,15.3,1
477.1,16,1
405.1,15.92,1
479.8,15.74,1
226.2,15.52,1
253.7,15.6,1
656.2,16.36,1
337.9,17.2,1
212.8,16.28,1
259.8,16.42,1
271.8,16.1,1
593,16.7,1
464.3,16.64,1
194.5,16.6,1
571.8,17.1,1
344.2,16.92,1
499.9,16.8,1
454.7,16.5,1
432.5,17.4,1
420.6,17.5,1
410.4,17.22,1
403.2,17.2,1
367.3,17.56,1
365.2,17.7,1
345.5,17.88,1
322,17.22,1
244.3,17.5,1
288.1,17.36,1
199.9,17.38,1
139.9,17.3,1
224.2,17.3,1
187.6,17.08,1
159.8,17.06,1
164.8,17.2,1
148.5,16.9,1
47.95,16.68,1
31.33,16.2,1
23.33,15.9,1
10.28,15.6,1
1.61,15.18,1
0.59,10.9,1
8.25,11,1
15.32,11.1,1
30.64,11.1,1
36.85,10.9,1
52.26,11.1,1
58.21,11.3,1
59.76,11.3,1
67.2,11.46,1
64.07,11.5,1
63.48,11.5,1
70.86,11.6,1
80.2,11.8,1
81.6,11.9,1
86.9,11.9,1
87.7,11.7,1
74.51,11.5,1
42.64,11.1,1
28.82,10.7,1
34.13,10.5,1
36.25,10.5,1
55.27,10.5,1
26.97,10.68,1
43.7,10.6,1
85.9,10.5,1
70.7,10.6,1
73.99,10.7,1
56.84,10.8,1
60.41,11,1
72.61,11.1,1
77.35,11.4,1
26.09,11.52,1
40.3,11.5,1
34.49,11.6,1
37.96,11.6,1
59.38,11.74,1
50.45,11.9,1
29.15,12,1
22.91,11.98,1
48.33,11.8,1
86.2,11.92,1
104.3,12.3,1
47.22,12.2,1
76.45,12.1,1
64.9,12,1
29.71,11.9,1
35.85,11.8,1
46.89,11.8,1
50.62,11.8,1
32.03,11.8,1
26.62,11.8,1
29.44,11.9,1
60.26,12,1
41.1,12.1,1
18.1,12.2,1
14.38,12.12,1
2.73,11.92,1
1.99,3.66,1
8.42,3.38,1
38.54,3.3,1
67.59,3.66,1
100.1,4.18,1
126.8,4.34,1
151,4.7,1
177.9,5,1
204.8,5.5,1
230.8,5.9,1
255.4,6.66,1
278.6,7.08,1
301,7.2,1
323.7,7.9,1
343.7,8.28,1
363.3,8.7,1
381.8,8.9,1
399.7,9.34,1
415.4,9.6,1
430.6,10,1
443.4,9.92,1
455.3,10.2,1
465.4,10.5,1
474,10.6,1
481.3,10.8,1
486.1,10.9,1
489.5,11,1
491.2,11.54,1
491.2,11.8,1
490.4,12.1,1
487.2,12.3,1
484.1,12.4,1
478.3,12.56,1
470.1,12.66,1
461.4,12.92,1
451.4,12.96,1
440.4,13.1,1
426.3,12.8,1
410.3,13.04,1
394.5,13.2,1
377,13.1,1
357.7,13,1
336.3,13.2,1
315.3,12.9,1
293.2,13.06,1
270.4,12.9,1
246.9,12.9,1
223.1,12.88,1
197.7,12.9,1
171.1,12.8,1
182.4,12.62,1
155.4,12.58,1
63.56,12.4,1
31.22,12.2,1
17.85,12.1,1
9.26,11.88,1
1.54,11.68,1
1.33,6,1
9.54,5.7,1
40.38,6.02,1
70.03,6.5,1
103.7,6.6,1
131.7,7.3,1
156.1,7.7,1
183.5,7.5,1
211.3,7.92,1
238,8.3,1
262.9,8.3,1
286.7,8.24,1
309.8,8.3,1
332,8.5,1
352.2,8.9,1
372.2,8.9,1
391.1,9.7,1
408.2,9.62,1
424.6,10.14,1
438.6,10.9,1
451.1,11.1,1
462.8,11,1
472.8,10.9,1
480.8,11.3,1
489.2,11.26,1
493.5,11.64,1
497.3,11.82,1
499.1,12,1
500.2,12.56,1
497,12.8,1
494.8,12.8,1
489.4,13.08,1
483.9,13.1,1
476,13.1,1
465.8,13.24,1
455.4,13.3,1
443.6,13.3,1
431.3,13.1,1
416.6,13.3,1
400.9,13.44,1
383.1,13.8,1
363.8,13.4,1
343.6,13.6,1
322.3,13.4,1
299.2,13.5,1
275.6,13.4,1
251.2,13.16,1
226.5,13.22,1
200.1,13.12,1
173.7,13,1
185.5,12.8,1
149.7,12.6,1
56.57,12.4,1
33.38,12.2,1
17.02,12.1,1
9.56,11.88,1
1.52,11.6,1
1.06,3.2,1
7.68,2.9,1
13.93,2.68,1
19.3,2.6,1
69.83,2.9,1
121.2,3,1
194.3,3.5,1
197.4,4.32,1
152.3,4.7,1
102.8,5.12,1
121.8,5.74,1
178.5,6.52,1
235.2,6.6,1
317.4,6.96,1
347.4,8.06,1
384.1,9.54,1
359.6,9.94,1
424.7,9.94,1
417.2,10.6,1
426.2,9.92,1
442.4,10.8,1
451.3,10.78,1
458.9,11.42,1
468.2,11.36,1
479.8,10.92,1
441.9,11.18,1
487.2,11,1
485.9,12.16,1
486.6,11.78,1
483.1,12.6,1
481,12.48,1
478.1,12.26,1
473.8,12.5,1
466,12.7,1
465.7,13.06,1
441.2,13.02,1
399.6,13.1,1
432.3,13.14,1
425,13.72,1
389.2,13.34,1
339.6,13.2,1
303.2,13.3,1
297.9,12.5,1
317.3,13.18,1
298.8,13.3,1
222.2,13.44,1
226.8,13,1
208.8,12.92,1
128.5,12.8,1
128.1,12.3,1
114.1,12.2,1
66.98,11.78,1
50.42,11.4,1
33.32,10.94,1
22.3,10.5,1
13.84,10.02,1
1.16,9.6,1
5.28,0.74,1
7.79,0.4,1
40.03,1.2,1
70.06,1.68,1
93,2.44,1
116.3,3,1
140.4,3.68,1
168.2,4.6,1
195.6,5.54,1
221.7,5.6,1
246,6.56,1
269,6.74,1
290.9,7.02,1
313.3,8.12,1
334.3,8.6,1
355.3,8.86,1
374.1,9.6,1
391.7,10.34,1
407.3,10.6,1
422.2,10.58,1
435.8,10.5,1
447,11.14,1
458.4,12,1
466.8,12,1
473.9,12.3,1
479.5,12.72,1
483,12.82,1
486,12.94,1
487.1,12.74,1
486.1,13.3,1
483.1,13.18,1
479.2,13.36,1
472.7,13.5,1
466.5,13.38,1
457.8,13.4,1
447.2,13.3,1
436.1,13.44,1
420.9,13.8,1
408.4,13.6,1
392.8,13.9,1
372.4,13.76,1
352.7,14.2,1
333.7,14.2,1
312.1,13.7,1
292.9,13.5,1
270.1,13.9,1
246.3,13.58,1
223.3,13.62,1
197.5,13.7,1
171.4,13.3,1
167.9,13.4,1
143.9,13,1
113.3,12.76,1
27.84,12.3,1
25.99,12.1,1
13.4,11.8,1
2.36,11.54,1
2.77,2.42,1
3,2.8,1
10.21,2.82,1
28.76,3.3,1
50.15,3.24,1
66.98,3.58,1
88.4,3.88,1
94.8,4,1
92.6,4.58,1
99.2,4.8,1
163.4,5.18,1
164,5.98,1
170.1,6.94,1
135.7,7.56,1
118.4,7.82,1
99.4,8.18,1
93.4,8.3,1
89.4,8.2,1
93.8,8.3,1
96.2,8.3,1
105.7,8.44,1
107.9,8.5,1
111.3,8.6,1
99.8,8.5,1
124.7,8.5,1
130.9,8.4,1
137.9,8.3,1
194.3,8.3,1
176.2,8.56,1
183.2,8.42,1
144.1,8.5,1
175.6,8.34,1
152.8,8.6,1
161.4,8.58,1
149.6,8.7,1
133.5,8.5,1
109.8,8.4,1
93.5,8.4,1
100,8.3,1
102.8,8.2,1
93.4,8.4,1
101,8.4,1
82,8.5,1
83.6,8.4,1
60.5,8.4,1
58.89,8.5,1
64.09,8.4,1
45.72,8.3,1
33.64,8.2,1
34.72,8.3,1
27.09,8.2,1
20.94,8.1,1
16.57,8.1,1
10.63,8,1
6.9,7.9,1
3.24,7.8,1
0.61,7.7,1
3.49,1.98,1
3.12,1.8,1
12.48,1.7,1
20.93,1.7,1
25.91,1.7,1
26.83,1.7,1
28.04,1.9,1
30.9,2.3,1
63.54,2.4,1
244,3.3,1
291.5,4,1
333.6,4.62,1
281.2,5.26,1
272.5,5.86,1
338.4,6.5,1
360.8,7.1,1
381.6,7.8,1
399.8,8.34,1
416.6,10.32,1
429.8,12,1
443.6,12.1,1
455,12.5,1
469.1,12.54,1
480.8,12.2,1
488,12.7,1
495.1,12.6,1
499.4,12.4,1
501.4,12.04,1
503.6,12,1
504.8,11.9,1
503.8,11.8,1
503.7,11.7,1
498.3,11.92,1
490.9,12.04,1
479.7,12.14,1
471.5,12.2,1
458.4,12.1,1
445.9,12.16,1
432,12.3,1
413.9,12.4,1
398.5,12.2,1
381.4,11.9,1
362.3,11.5,1
341.2,11.64,1
319,11.58,1
300.4,11.28,1
274.9,11.2,1
249.3,11.2,1
222.8,11.18,1
199,10.9,1
171.8,10.8,1
165.7,10.66,1
161.2,10.5,1
44.28,10.26,1
28.19,10.1,1
25.03,10,1
5.75,9.7,1
5.58,9.4,1
3.22,0,1
21.93,0,1
52.89,0.12,1
86,0.4,1
118.9,0.7,1
144.4,0.86,1
171.3,1.24,1
199.1,1.6,1
226.9,2,1
252.5,2.22,1
276.9,2.6,1
297,3,1
324.2,3.3,1
345.5,3.58,1
366.6,4.5,1
386.8,4.8,1
405.6,5.5,1
422.1,5.4,1
437.4,6.2,1
451.3,6.4,1
463.9,6.6,1
475.9,6.96,1
484.3,7.3,1
491.4,7.58,1
496.4,8,1
500.2,8.4,1
503.2,8.88,1
506.3,9,1
507,9.7,1
504.9,9.6,1
500.4,9.7,1
495.3,9.9,1
489.3,10.4,1
481.9,10.8,1
472.3,10.42,1
464.1,10.5,1
452.5,11.1,1
417.4,11,1
427,11.5,1
404.8,11.98,1
386.8,12.12,1
371.8,12.5,1
359.8,12.5,1
337.1,12.5,1
306,12.48,1
277.5,12.86,1
250,13,1
224.8,13,1
199.3,12.8,1
178.8,12.4,1
198.6,12.4,1
119.9,12.4,1
46.16,12.2,1
38.09,12,1
26.84,11.8,1
7.93,11.64,1
6.91,11.2,1
1.84,-0.9,1
11.78,-0.8,1
35.27,-0.8,1
60.75,-0.6,1
90.3,-0.2,1
114.8,0,1
139,0.36,1
166,1.12,1
193.1,1.86,1
219.1,2.58,1
242.5,3.7,1
265.2,4.52,1
291.7,5.32,1
309.1,6.8,1
333.3,6.8,1
349.9,6.8,1
369.4,7.16,1
389.7,7.44,1
403.6,7.5,1
420.9,7.5,1
433.8,7.72,1
438.2,8.24,1
450.5,8.28,1
465.7,8.76,1
471.5,8.44,1
478.8,8.5,1
486.9,8.9,1
488.9,9,1
492.4,9.32,1
485.1,9.82,1
483.7,9.6,1
479.5,9.74,1
473.6,9.58,1
467.2,10.1,1
454.6,10.12,1
449.7,10.14,1
435.6,10.02,1
421.1,10.3,1
411,10.62,1
393.3,10.24,1
373.5,10.2,1
356.1,10.34,1
337.9,10.88,1
314.7,10.4,1
292.5,10.6,1
268.9,9.86,1
248.1,10.42,1
222.9,10.12,1
196.3,10.34,1
171.2,10.12,1
158.4,9.9,1
124.3,9.9,1
109.3,9.44,1
38.3,9,1
24.27,8.7,1
14.53,8.4,1
2.81,7.88,1
4.98,-1.6,1
7.05,-1.7,1
29.23,-1.5,1
54.58,-1.2,1
84.2,-0.96,1
111,-0.08,1
134.1,0.9,1
162.8,1.92,1
190.4,2.7,1
216.9,3.6,1
242.5,4.46,1
266.3,4.78,1
290.5,5.1,1
314.4,6,1
338.8,6.06,1
363.6,6.4,1
389,7.52,1
365.6,7.86,1
355.4,7.8,1
425.6,7.26,1
434.2,7.3,1
468.2,7.6,1
451.7,8.2,1
447.7,8.6,1
473.6,8.64,1
484.5,8.8,1
472,9.1,1
486.8,9,1
489.7,9.5,1
490.9,9.42,1
488.5,9.8,1
485.2,9.7,1
481.1,9.86,1
475.4,10.02,1
466,10.02,1
455.8,10.38,1
444.2,10.3,1
432.5,10.5,1
416.5,10.8,1
401.7,10.76,1
385.7,10.9,1
366.1,11.06,1
346.3,10.7,1
325.2,10.8,1
301.2,10.9,1
279,11,1
256.2,11,1
232.9,10.8,1
207.3,10.74,1
180.4,10.6,1
153.8,10.5,1
147,10.3,1
127.3,10.24,1
42.49,9.94,1
25.78,9.62,1
26.46,9.4,1
5.53,9.2,1
4.87,8.96,1
3.54,-0.4,1
16.73,-0.2,1
35.81,-0.14,1
69.35,0.3,1
100.3,0.34,1
121.5,1,1
150.9,1.6,1
180.1,2.74,1
206.3,3.56,1
236.9,5.1,1
256.1,6.1,1
281.2,6.74,1
277.2,7.46,1
314.3,7.44,1
348.3,7.3,1
374,7.4,1
312.6,7.58,1
396.9,7.84,1
410.3,8.14,1
424.1,8.7,1
434.5,8.8,1
446.8,9.2,1
457.8,9.9,1
451.5,10.02,1
471.8,9.98,1
472.1,10.62,1
480.5,11.1,1
483.5,11,1
482.6,11.84,1
482.9,11.9,1
479.7,11.74,1
471.5,11.96,1
467.4,11.9,1
460.6,11.8,1
455.2,12.1,1
442.3,12,1
430.2,12.7,1
417.9,12.74,1
400.6,12.48,1
385,12.9,1
369.1,13.34,1
351,13.02,1
331.6,13,1
310,12.82,1
288.6,13.2,1
265.1,13,1
240.3,12.9,1
216.6,12.9,1
190.5,12.9,1
165.8,12.72,1
159,12.8,1
113.1,12.4,1
71.76,12.4,1
33.49,12.04,1
25.18,11.6,1
10.42,11.2,1
1.53,10.6,1
1.18,3.1,1
2.29,3.2,1
5.93,3.36,1
9.49,3.3,1
12.41,2.96,1
16.61,3.3,1
20.12,4.34,1
15.81,5.7,1
31.78,6.1,1
54.86,5.7,1
128.4,5.7,1
199.2,5.5,1
163.5,5.6,1
140.4,5.7,1
180.6,5.92,1
210.1,6.4,1
197.7,6.98,1
226.3,7,1
220.3,7.1,1
292.2,7.3,1
275.7,7.8,1
300.7,8.1,1
264.1,8.6,1
260.1,9.14,1
274.7,9.02,1
358.7,9.48,1
354.9,9.8,1
327.9,10.34,1
328.3,9.98,1
364.7,10.28,1
425.7,11,1
396.3,10.78,1
282,10.9,1
459.1,10.7,1
447.3,10.9,1
446.3,12.1,1
445.3,11.68,1
419.1,12.38,1
377.2,12.3,1
402.7,12.58,1
334.4,12.78,1
273.5,13.1,1
313.6,12.9,1
283.3,12.8,1
321.3,13.4,1
212.6,13.4,1
274.2,13.4,1
238,13.6,1
114.4,13.56,1
190.1,13.5,1
169,13.3,1
152.8,13.3,1
122.8,13.28,1
52.33,12.94,1
31.54,12.7,1
33.5,12.4,1
5.76,12.1,1
4.25,11.9,1
2.13,3.6,1
10.92,3.8,1
26.31,3.9,1
39.76,3.84,1
93.3,4,1
120.8,4.82,1
144.5,5.5,1
175.1,6.14,1
193.6,7,1
226.5,7.6,1
256.1,7.8,1
288.1,8.64,1
312.8,9.2,1
319,9.14,1
315.3,9.42,1
377.7,10.2,1
380.6,10.58,1
352.8,10.84,1
320.9,11.74,1
363.8,11.8,1
343.4,12,1
428.1,12.26,1
432.9,12.3,1
370.6,12.7,1
487.4,12.76,1
523.6,13.4,1
445.1,13.3,1
460.9,13.56,1
428.9,13.66,1
376.5,13.48,1
408.8,13.2,1
299.1,13.5,1
461.4,14.1,1
435,14.12,1
340.2,14.72,1
290.9,14.16,1
269.5,14.64,1
396.7,14.9,1
304.9,14.7,1
287.2,15,1
349.3,15.2,1
334.7,15.6,1
319,15.3,1
297.8,15.48,1
263.7,15.48,1
259.6,15.24,1
196.2,14.76,1
191.3,14.54,1
166.2,14.8,1
206.4,14.9,1
179.6,15,1
119.5,15.1,1
116.9,14.56,1
39.79,14.1,1
26.66,13.7,1
13.91,13.3,1
2.78,12.8,1
3.85,5,1
5.18,4.8,1
17.84,4.6,1
57.29,4.5,1
89.3,5.3,1
117.9,6.32,1
139.8,6.86,1
166,7.84,1
193.1,9,1
217.8,9.74,1
243,10.3,1
268.2,10.82,1
289.7,11.2,1
310.5,11.1,1
331.6,11.54,1
351.9,11.9,1
370.9,12.12,1
388.3,12.1,1
405.8,12.5,1
421.7,13.24,1
434.6,14,1
446.8,14.3,1
457.5,14.5,1
467.6,14.72,1
474.8,15,1
481.3,15.3,1
486.9,15.82,1
489.4,15.92,1
491.1,16.2,1
491.1,16.6,1
490.4,16.7,1
487.2,17,1
482.2,17,1
475.8,17.1,1
468.7,17.5,1
458.6,17.2,1
449.3,17.42,1
436.6,17.1,1
423,17.3,1
406.8,16.9,1
389.7,17.06,1
373.7,16.8,1
355.4,17.1,1
334.1,16.94,1
314,16.84,1
292.3,16.9,1
269.4,17.1,1
246.3,17.1,1
223.1,17.2,1
198.6,17.3,1
172.6,17.4,1
167.1,17.3,1
126.2,17.2,1
106.8,17,1
31.77,16.7,1
29.51,16.6,1
10.5,16.4,1
2.06,16.1,1
4.46,4.84,1
5.66,4.4,1
32.27,4.36,1
59.96,4.84,1
91.5,5.2,1
119.8,6.22,1
142.7,7.04,1
170.1,7.8,1
197.2,8.3,1
223.6,8.8,1
248.9,9.9,1
273.9,10.94,1
297.8,11.86,1
320,12.82,1
341.6,13.2,1
361.9,13.1,1
382.2,13.8,1
399.5,14.54,1
415.2,14.6,1
431.1,15.04,1
445.1,15.76,1
456.8,16.2,1
467.6,16.7,1
477.1,16.8,1
484.4,17.6,1
491.4,17.88,1
494.6,18.2,1
497.1,17.5,1
499.1,17.5,1
499.1,17.62,1
497.9,18.3,1
495.4,18.6,1
490.8,18.74,1
483.6,19,1
475.4,19,1
465.6,19.6,1
455.6,19.78,1
442.1,19.68,1
428.6,20,1
412.1,19.88,1
395.5,19.9,1
378.6,19.96,1
359.8,20,1
339.7,20.1,1
317.8,20.3,1
295.7,20.2,1
272.8,20.1,1
248,20.1,1
223.4,20.06,1
197.9,19.9,1
171.2,19.7,1
164.3,19.5,1
115.4,19.2,1
66.09,18.9,1
26.19,18.4,1
15.83,18.08,1
9.88,17.7,1
1.73,17.5,1
5.48,7.4,1
7.08,7.48,1
33.84,7.42,1
47.1,7.8,1
69.31,8.6,1
97.1,8.72,1
77.96,9,1
116.2,8.9,1
182.7,9.7,1
208.8,10.48,1
228.7,11.72,1
247.4,12.1,1
274.6,12.9,1
320.4,13.1,1
336.2,13.2,1
377.4,13.5,1
386.1,13.7,1
409.8,14.1,1
425,14.44,1
440.6,14.86,1
457.3,15.86,1
472.9,15.9,1
498.9,16.78,1
513,17.76,1
521.9,18.16,1
284,17.8,1
518.3,18.4,1
502.8,18.2,1
487.4,18.2,1
540.2,18.78,1
346.3,18.9,1
259.5,18.52,1
246.4,18.18,1
310.9,18,1
286.5,17.9,1
268.2,17.8,1
240.4,17.5,1
241.3,17.6,1
329.8,17.7,1
517.6,17.9,1
468,18.3,1
474.8,18.6,1
354.3,18.86,1
290.6,18.86,1
238.2,18.94,1
325.7,18.6,1
344.5,18.8,1
315.7,18.7,1
236.7,18.6,1
206.1,18.5,1
166,18.3,1
206.2,18,1
81,17.86,1
135.8,17.3,1
69.34,17,1
39.59,16.5,1
19.73,15.82,1
3.4,15.3,1
3.89,8.86,1
9.44,8.7,1
22.42,9.42,1
28.64,9.4,1
35.11,9.7,1
40.02,9.9,1
49.88,9.9,1
58.36,10.1,1
68.24,10.3,1
82.7,10.56,1
92.6,11,1
101.8,11.4,1
103,11.7,1
109.4,11.8,1
125,12,1
130.9,12.2,1
140.2,12.3,1
134.8,12.36,1
121.1,12.5,1
109.1,12.7,1
112,12.7,1
124.1,12.9,1
132.1,12.9,1
142.8,12.9,1
147.5,12.8,1
157.3,12.8,1
152.2,12.9,1
148.1,13.1,1
154.4,13.2,1
160.8,13.3,1
161.4,13.5,1
158.1,13.9,1
157.6,13.8,1
145.6,13.8,1
136.7,13.9,1
131.6,13.94,1
119.4,14,1
113.1,14.1,1
136.2,14.3,1
150.9,14.4,1
152.3,14.4,1
143.3,14.7,1
117.3,14.8,1
98.3,14.6,1
89.9,14.4,1
90.4,14.3,1
92.9,14.18,1
85.9,14.1,1
69.67,13.7,1
53.6,13.7,1
40.42,13.8,1
31.29,13.9,1
26.1,13.9,1
20.85,13.8,1
18.65,13.5,1
14.4,13.3,1
7.02,13.02,1
2.32,12.74,1
3.43,8,1
5.26,8,1
18.51,8.1,1
32.77,8.2,1
47.12,8.38,1
56.73,8.62,1
68.46,8.9,1
76.71,9.1,1
81.7,9.4,1
129.1,9.76,1
88,10.2,1
83.1,10.4,1
83.4,10.6,1
78.09,10.9,1
77.04,10.9,1
179.8,11.28,1
259.3,12.34,1
357.8,13.2,1
266.5,13.2,1
345.4,13.9,1
241.3,14.2,1
227.6,14.42,1
277.9,14.66,1
507.5,15.16,1
562.8,15.5,1
518.6,15.42,1
449.4,15.78,1
516.2,16.34,1
533.3,15.88,1
484.9,16.4,1
281.8,16.06,1
307.7,16.4,1
354.2,16.7,1
324.7,16.7,1
425.9,17.36,1
314.2,17.9,1
276.8,17.5,1
362,17.3,1
276.8,17.62,1
250.8,17.3,1
272.4,17,1
297.2,17,1
262.5,17,1
286.9,17.14,1
290.6,17.74,1
235.4,17.4,1
163.7,17.32,1
261.6,17.1,1
143.1,17.5,1
225.1,17.5,1
171.7,17.6,1
194.8,17.7,1
65.13,17.4,1
52.93,16.9,1
42.66,16.5,1
29.37,16.1,1
15.81,15.78,1
2.24,15.3,1
3.9,7.46,1
6.13,7.06,1
23.47,6.5,1
18.49,6.7,1
37.83,6.4,1
63.3,6.9,1
97.6,7,1
133.7,7.8,1
136.3,8.4,1
174.1,9.1,1
187.3,9.1,1
241,9.98,1
269.4,10.5,1
289,10.84,1
310.8,11.68,1
332.4,12.12,1
352.8,12.8,1
377.3,13.24,1
389.6,13.1,1
398,13.5,1
415.5,13.8,1
428.4,14.28,1
437.3,14.7,1
458.8,14.9,1
463.5,15.22,1
468.6,15.14,1
486.4,15.9,1
490.2,16.14,1
488.5,16.36,1
507.7,16.36,1
415.1,16.52,1
441.1,16.86,1
386.3,17.32,1
457.6,17.6,1
486.1,17.2,1
481.4,17.6,1
421.7,17.7,1
481.1,17.64,1
463.4,17.9,1
436.8,17.8,1
391.2,17.7,1
314.4,18.1,1
334.3,17.96,1
371.5,17.76,1
271.9,18,1
210.4,17.76,1
203.1,17.18,1
198.7,17.2,1
166.4,17.1,1
141,17,1
106.8,16.64,1
114.8,16.4,1
137.4,16.4,1
115.9,16.3,1
61.71,16.1,1
40.38,15.78,1
20.4,15.3,1
4.8,14.74,1
2.41,14.14,1
2.47,7,1
14.82,7.3,1
26.2,7.2,1
64.98,7.48,1
90.9,7.8,1
113.3,8.2,1
110.8,8.4,1
259.2,8.92,1
224.9,10.2,1
151.5,10.4,1
271.6,10.94,1
256.6,11.78,1
345.5,12.24,1
267.5,12.8,1
246.6,12.72,1
302,12.6,1
304.3,12.78,1
297.8,13.16,1
204,13.2,1
266.8,13.3,1
262.5,13.2,1
345,13.4,1
447.4,13.7,1
458.7,14.3,1
461.8,14.26,1
456.3,14.8,1
472.3,15.1,1
474.9,15.2,1
476.5,15.6,1
392.6,15.6,1
476.7,15.78,1
475.2,15.9,1
473,15.9,1
463.4,16.12,1
460.4,16.34,1
457.9,16.8,1
436.5,16.4,1
451,16.7,1
456.1,16.48,1
353.1,16.52,1
154,16.22,1
179.6,15.9,1
166.6,15.7,1
126.6,15.54,1
74.11,15.3,1
108.2,15.2,1
94.2,15,1
129.7,15,1
91,14.9,1
86.5,14.8,1
72.46,14.7,1
60.24,14.6,1
127.1,14.5,1
97.2,14.6,1
32.62,14.6,1
28,14.5,1
9.37,14.3,1
1.58,14.1,1
3.84,7.2,1
5.27,7.8,1
11.62,7.42,1
26.19,6.9,1
47.27,7.1,1
105.6,7.96,1
105.2,8.66,1
78.7,8.88,1
100.5,8.8,1
87.8,8.6,1
96.8,7.82,1
124.7,8.1,1
139.5,8.3,1
163.2,8.64,1
153.9,9,1
228.5,9.24,1
180.7,9.5,1
175.1,9.84,1
223.7,10,1
202,10.5,1
264.6,10.96,1
275.5,11.4,1
243,11.58,1
249.9,11.7,1
210.3,11.7,1
454.2,11.42,1
639.9,12.96,1
590.3,13.3,1
613.5,12.8,1
523.6,13.64,1
510.2,13.8,1
515.3,14,1
554,14.36,1
525.2,14.46,1
500,14.72,1
481.4,14.76,1
469.8,15.22,1
416.3,14.9,1
448.5,14.72,1
424.2,15.28,1
408.1,14.9,1
382,15.16,1
369.6,15.46,1
347,15.16,1
330.8,15,1
305.8,14.4,1
277.7,15.04,1
258,15,1
233.9,14.76,1
207,14.8,1
181.2,14.48,1
150.7,14.7,1
137.2,14.4,1
123.8,14.2,1
54.74,13.9,1
36.61,13.5,1
29.34,13.14,1
7.25,12.76,1
4.09,12.26,1
2.47,5.4,1
14.84,5.5,1
34.1,5.5,1
57.46,5.6,1
82.9,5.88,1
106.5,6.36,1
135,6.8,1
161.4,7.4,1
188.2,7.98,1
216.1,8.6,1
244.1,9.88,1
266.5,11.02,1
287.8,11.5,1
308.7,11.9,1
333.3,11.6,1
356.8,11.9,1
373.5,12.22,1
391.4,12.38,1
409.5,12.3,1
420.8,12.4,1
443.3,12.6,1
456.8,12.64,1
472.9,12.9,1
481.4,13.38,1
489.4,12.8,1
493.5,13.2,1
497.8,13.46,1
501.3,13.54,1
503.8,13.54,1
455,13.5,1
496.1,14,1
509.8,13.96,1
512.2,13.7,1
494.9,13.96,1
484,14.1,1
472.1,14.12,1
463.2,14.34,1
451.7,14.44,1
438.1,14.56,1
422.4,14.74,1
405.6,15,1
388.1,15.5,1
370.6,15.04,1
342.8,15.6,1
256,15.62,1
308,15.3,1
303.7,15.6,1
261.9,16.1,1
183.4,15.9,1
115,15.64,1
128.5,15.2,1
100.8,15,1
76.37,14.7,1
108.6,14.3,1
55.3,14.04,1
36.04,13.8,1
18.94,13.46,1
3.77,13.3,1
8.45,1.6,1
10.13,1.3,1
51.4,1.6,1
