ghi,air_temp,,
211,21.92,2341,1
583.3,25.64,2342,1
283.9,26.4,2343,1
984,29.38,2344,1
1148,30.62,2345,1
712.1,31.28,2346,1
959,33.2,2347,1
831,34.98,2348,1
497.7,34.2,2349,1
444.3,34.54,2350,1
450.6,33.54,2351,1
221.4,33.02,2352,1
38.84,29.34,2353,1
59.68,18.94,2354,1
207.7,19.7,2355,1
113.8,19.8,2356,1
489.7,21.9,2357,1
567.5,23.9,2358,1
477.5,24.84,2359,1
849,27.14,2360,1
908,29.28,2361,1
860,31.46,2362,1
767.6,31,2363,1
643.6,31.08,2364,1
460.9,30.84,2365,1
389,27.86,2366,1
105.7,25,2367,1
0.87,16.4,2368,1
37.78,16.6,2369,1
304.2,17.8,2370,1
159.3,18.88,2371,1
627.6,21.1,2372,1
770.8,22.88,2373,1
873,24.48,2374,1
925,27.12,2375,1
903,28.2,2376,1
839,29.98,2377,1
733.2,30.32,2378,1
584.2,30.3,2379,1
396.3,29.2,2380,1
210.1,27.06,2381,1
47.93,23.74,2382,1
17.24,15.4,2383,1
120.3,16.3,2384,1
372.5,18.3,2385,1
557.6,20.5,2386,1
718.7,22.4,2387,1
855,25.02,2388,1
930,27.34,2389,1
928,28.64,2390,1
887,29.6,2391,1
794.9,31.16,2392,1
662.2,31.54,2393,1
502.7,31.5,2394,1
324.5,30.9,2395,1
147.5,28.64,2396,1
4.32,25.6,2397,1
98.7,15.5,2398,1
273.6,18.22,2399,1
473.7,19.9,2400,1
558.1,22.88,2401,1
799.6,26.34,2402,1
828,28.98,2403,1
900,31.26,2404,1
408.2,31.96,2405,1
817,33.98,2406,1
750.5,35.4,2407,1
624.8,35.14,2408,1
498.3,35,2409,1
255.9,33.1,2410,1
99.1,30,2411,1
1.89,18.7,2412,1
58.36,18.5,2413,1
139.1,19.7,2414,1
508.5,20.1,2415,1
372.4,22.04,2416,1
609.7,24.14,2417,1
1117,26.8,2418,1
1044,29.2,2419,1
644.6,28.2,2420,1
185.2,25.9,2421,1
119.2,25.7,2422,1
64.71,25.4,2423,1
50.7,24.2,2424,1
18.94,23.3,2425,1
2.82,21.8,2426,1
60.25,16.78,2427,1
119.4,17.8,2428,1
142.7,18.8,2429,1
790.8,20.68,2430,1
756.4,24.3,2431,1
860,25.84,2432,1
912,28.16,2433,1
920,28.6,2434,1
343.1,29.48,2435,1
916,29.4,2436,1
588,30,2437,1
417.7,30.2,2438,1
243,29.66,2439,1
73.93,26.7,2440,1
2.66,16.9,2441,1
34.72,17.26,2442,1
247,19.34,2443,1
480.3,20.2,2444,1
796.9,23.38,2445,1
707.6,26.2,2446,1
676.5,26.88,2447,1
426.3,28.28,2448,1
1098,28.98,2449,1
874,30.94,2450,1
675.6,31.78,2451,1
509.6,31.04,2452,1
334.1,30.3,2453,1
156.1,25.9,2454,1
5.78,22.98,2455,1
104.9,15.3,2456,1
336.9,18.38,2457,1
472.1,19.82,2458,1
641.1,21.96,2459,1
786.1,23.82,2460,1
888,25.34,2461,1
940,27.46,2462,1
936,29.04,2463,1
875,30.3,2464,1
756,31.08,2465,1
604.9,31.1,2466,1
425.5,31.3,2467,1
238.9,30.8,2468,1
61.68,29.5,2469,1
13.55,14.8,2470,1
195.8,19.1,2471,1
382.5,22.32,2472,1
565.5,23.88,2473,1
729.2,26.54,2474,1
857,29,2475,1
936,30.3,2476,1
950,32.52,2477,1
918,33.54,2478,1
819,34,2479,1
679,34.9,2480,1
507,34.32,2481,1
316.5,34.34,2482,1
138.1,33.7,2483,1
5.31,30.76,2484,1
129.5,20.32,2485,1
313.2,24.6,2486,1
503.5,28.8,2487,1
677.3,30.56,2488,1
820,32.02,2489,1
925,34.36,2490,1
961,35.58,2491,1
944,37.18,2492,1
861,38,2493,1
732,37.9,2494,1
575.5,38,2495,1
398,38.06,2496,1
211.6,37.5,2497,1
33.04,35.72,2498,1
58.33,18.88,2499,1
227.9,23.84,2500,1
414.8,29.5,2501,1
598.1,31.9,2502,1
762.7,34.94,2503,1
879,36.2,2504,1
934,37.14,2505,1
947,39.14,2506,1
894,39.46,2507,1
790.1,40.22,2508,1
635.8,39.9,2509,1
459.9,39.3,2510,1
272.2,38.2,2511,1
57.6,36.24,2512,1
5.69,22.7,2513,1
83.3,23.4,2514,1
297.1,25.42,2515,1
300.9,26.64,2516,1
731.5,30.84,2517,1
851,32.66,2518,1
995,32.5,2519,1
1058,33.68,2520,1
1212,32.2,2521,1
818,36.28,2522,1
675.7,37.3,2523,1
510.2,38.2,2524,1
309.3,37.9,2525,1
139.2,37.1,2526,1
1.63,33.76,2527,1
97.9,19.2,2528,1
138.9,20.1,2529,1
553,24,2530,1
685.7,27.32,2531,1
816,29.72,2532,1
914,31.92,2533,1
985,33.96,2534,1
968,34.42,2535,1
866,36.64,2536,1
763.5,36.16,2537,1
601,36.58,2538,1
351.2,34.8,2539,1
240.5,33.6,2540,1
43.58,30.5,2541,1
28.08,22.3,2542,1
163.3,23.56,2543,1
520.7,25.3,2544,1
775.3,26.6,2545,1
765,30.2,2546,1
926,33.06,2547,1
692.4,35,2548,1
1098,37.5,2549,1
1005,38,2550,1
663.1,37.8,2551,1
321.8,37.4,2552,1
479.9,36.8,2553,1
311.4,36.32,2554,1
100.2,34.32,2555,1
12.89,20.6,2556,1
83,22.4,2557,1
256.3,23.4,2558,1
631.1,27.4,2559,1
709.6,31.28,2560,1
747.9,32.48,2561,1
890,33.98,2562,1
903,35.62,2563,1
861,36.9,2564,1
765.4,38.24,2565,1
741.3,39.58,2566,1
600.9,38.84,2567,1
159.5,37.4,2568,1
51.14,35.5,2569,1
1.08,19.2,2570,1
130,21.08,2571,1
319.5,23.8,2572,1
501.8,27.06,2573,1
672.4,29.46,2574,1
797.8,31.76,2575,1
899,34.02,2576,1
798.7,36.3,2577,1
886,37.66,2578,1
801,39.14,2579,1
670.5,39.58,2580,1
502,40.24,2581,1
328,39.7,2582,1
146.3,38.6,2583,1
2.07,34.12,2584,1
104.7,19.32,2585,1
301.8,24,2586,1
496.3,28.28,2587,1
672.7,31.24,2588,1
809,34.3,2589,1
908,37.5,2590,1
944,39.38,2591,1
929,40.24,2592,1
843,40.9,2593,1
713.5,41.64,2594,1
550.7,41.9,2595,1
365.5,40.8,2596,1
175.2,39.5,2597,1
14.69,37.34,2598,1
135.1,20.2,2599,1
331.5,24.72,2600,1
442.6,26.9,2601,1
641.4,29.36,2602,1
838,31.42,2603,1
937,33.5,2604,1
932,35.78,2605,1
926,36.88,2606,1
845,37.68,2607,1
725.6,38.08,2608,1
568.2,38.12,2609,1
383.7,36.66,2610,1
202.8,34.7,2611,1
37.42,32.1,2612,1
34.24,15.1,2613,1
117.1,15.9,2614,1
387.7,17.7,2615,1
497,21.5,2616,1
720,22.94,2617,1
599.2,25.5,2618,1
786.1,28.04,2619,1
379.5,27.2,2620,1
790.2,29.8,2621,1
535.2,30.8,2622,1
317.6,29.9,2623,1
277.3,30.4,2624,1
106.2,29.5,2625,1
30.84,28,2626,1
10.19,16.4,2627,1
52.83,17,2628,1
122,17.86,2629,1
135.2,18.7,2630,1
382.3,20.8,2631,1
445.9,23.6,2632,1
261.7,23.7,2633,1
279.7,24.86,2634,1
526.7,26.4,2635,1
142.8,26.5,2636,1
160.9,26,2637,1
83.6,26.7,2638,1
43.99,26,2639,1
7.18,24.4,2640,1
6.39,19.7,2641,1
86.2,19.4,2642,1
92.8,20.8,2643,1
27.01,21.2,2644,1
89.6,20.9,2645,1
96.3,21.5,2646,1
217.9,23,2647,1
211.3,23.5,2648,1
183.7,23.2,2649,1
197.2,24.26,2650,1
43.68,24.2,2651,1
32.78,24.3,2652,1
44.98,23.5,2653,1
16.06,23.6,2654,1
14.56,20,2655,1
60.08,20,2656,1
101.2,20.8,2657,1
517.3,25.3,2658,1
668.1,27.94,2659,1
736.9,28.96,2660,1
848,30.5,2661,1
850,31.9,2662,1
473.4,33.08,2663,1
675.9,33.7,2664,1
424.1,33.44,2665,1
226.7,33.8,2666,1
236.8,32.5,2667,1
63.54,31.86,2668,1
16.83,18.1,2669,1
162.7,19.7,2670,1
347.2,22.56,2671,1
527.7,25.26,2672,1
684.9,28.06,2673,1
802,30.72,2674,1
867,32.02,2675,1
875,33.4,2676,1
819,35.4,2677,1
720.3,35.46,2678,1
568.1,35.54,2679,1
395.1,35.6,2680,1
214,33.72,2681,1
50.61,31.4,2682,1
16.48,17.2,2683,1
185.4,18.82,2684,1
372.8,21.9,2685,1
557.1,23.68,2686,1
719.5,27.2,2687,1
839,28.36,2688,1
839,31.7,2689,1
902,32.9,2690,1
836,34.6,2691,1
752.5,35.76,2692,1
462,35.4,2693,1
402.5,35.58,2694,1
293.4,34.42,2695,1
61.51,32.22,2696,1
18.74,16.64,2697,1
206.4,19.3,2698,1
394.9,21.36,2699,1
578.1,24.1,2700,1
729.4,25.68,2701,1
853,28.9,2702,1
905,29.94,2703,1
911,33.04,2704,1
854,33.38,2705,1
730.5,33.54,2706,1
583.3,33.5,2707,1
405.3,32.88,2708,1
211,30.9,2709,1
45.27,28,2710,1
34.5,12,2711,1
211,14.9,2712,1
406.3,16.9,2713,1
585,19.68,2714,1
736.9,22.66,2715,1
850,25.38,2716,1
907,28.46,2717,1
893,30.9,2718,1
614.7,31.54,2719,1
311.9,31.1,2720,1
498.4,32.44,2721,1
195.6,31.24,2722,1
99.9,30.2,2723,1
16.33,28.4,2724,1
70.94,15.66,2725,1
121.1,18.6,2726,1
443.8,21.3,2727,1
324.9,24.36,2728,1
481.9,27.66,2729,1
441.4,31.4,2730,1
1072,33.5,2731,1
868,34.66,2732,1
829,35.38,2733,1
691.4,37.04,2734,1
540.2,37,2735,1
348.3,36.04,2736,1
161.7,33.32,2737,1
6.22,30.1,2738,1
53.97,15.7,2739,1
284.3,16.98,2740,1
472.1,19.18,2741,1
645.8,21.6,2742,1
785.4,24.46,2743,1
812,27.32,2744,1
920,29.26,2745,1
923,29.98,2746,1
941,31.72,2747,1
551.6,31.36,2748,1
428,30.6,2749,1
182.4,29.2,2750,1
85.9,27.8,2751,1
3.84,13,2752,1
139,14.56,2753,1
329,17,2754,1
514.1,19.1,2755,1
675.4,20.78,2756,1
842,24.62,2757,1
773.9,27.1,2758,1
971,29,2759,1
666.2,31,2760,1
813,31.9,2761,1
621.8,31.68,2762,1
128.5,30.1,2763,1
285.3,30.64,2764,1
92.4,29.3,2765,1
7.21,16.4,2766,1
176.9,18.7,2767,1
364.8,22,2768,1
547.9,24.2,2769,1
708.3,27.54,2770,1
823,29.1,2771,1
886,31.68,2772,1
892,32.4,2773,1
835,33.18,2774,1
727.8,33.34,2775,1
575.3,33.3,2776,1
404.9,32.7,2777,1
219.6,31.7,2778,1
46.29,30.3,2779,1
47.58,16.5,2780,1
228,19.22,2781,1
418.8,21.52,2782,1
600.1,25.5,2783,1
749.9,29.34,2784,1
849,31.14,2785,1
896,32.62,2786,1
885,34.06,2787,1
817,35.22,2788,1
697,35.94,2789,1
529.1,35.52,2790,1
353.8,35.3,2791,1
168.6,34,2792,1
5.68,31.5,2793,1
109.2,17.1,2794,1
299.3,21.2,2795,1
490,24.26,2796,1
659.2,26.8,2797,1
792.7,29.12,2798,1
879,31.9,2799,1
910,33.28,2800,1
881,34.48,2801,1
799,36.08,2802,1
660.2,36.3,2803,1
486.8,36.4,2804,1
301.6,35.4,2805,1
110.7,33.5,2806,1
2.32,13.2,2807,1
172.9,16.74,2808,1
371.7,20.5,2809,1
558.7,23.12,2810,1
720.8,26.14,2811,1
839,28.6,2812,1
904,31.28,2813,1
912,33,2814,1
862,34.5,2815,1
758.6,35.16,2816,1
608.9,36.14,2817,1
425,36.1,2818,1
236.3,35.1,2819,1
49.93,32.88,2820,1
59.81,13.6,2821,1
243.2,17.1,2822,1
434.6,20.3,2823,1
613.8,22.84,2824,1
760.3,25.84,2825,1
860,28.08,2826,1
905,29.44,2827,1
889,31.7,2828,1
815,32.18,2829,1
688.5,33.4,2830,1
519.4,33.3,2831,1
333.5,33.6,2832,1
145.7,31.64,2833,1
2.71,27.84,2834,1
41.45,14.9,2835,1
181,15.9,2836,1
490.9,17.8,2837,1
655.1,20.56,2838,1
784.5,24.2,2839,1
871,25.3,2840,1
881,27.58,2841,1
835,28.7,2842,1
737.7,30.12,2843,1
587,29.54,2844,1
416.9,29.78,2845,1
229.6,28.6,2846,1
60.74,25.9,2847,1
9.75,16.2,2848,1
62.4,16.6,2849,1
158.3,17.4,2850,1
730.3,19.2,2851,1
698.9,21.98,2852,1
818,23.92,2853,1
866,25.74,2854,1
857,25.9,2855,1
787.8,27.58,2856,1
663.6,27.68,2857,1
507.7,26.9,2858,1
328,26.54,2859,1
147,25.4,2860,1
2.92,22.6,2861,1
108.2,14.76,2862,1
295.5,18.1,2863,1
484.2,20.54,2864,1
645.4,24.24,2865,1
772.8,26.58,2866,1
850,28.64,2867,1
874,30.52,2868,1
831,31.42,2869,1
733.4,32.1,2870,1
585.7,32.38,2871,1
415.3,32.56,2872,1
232.9,31.2,2873,1
60.47,30.1,2874,1
38.64,16.7,2875,1
218.9,18.8,2876,1
410.6,21.2,2877,1
585,24.4,2878,1
726.9,27,2879,1
826,28.16,2880,1
875,29.62,2881,1
869,31.06,2882,1
797.5,32.2,2883,1
671,31.56,2884,1
510.7,31.7,2885,1
322.9,30.8,2886,1
137.4,28.9,2887,1
3.94,25.62,2888,1
129.6,14.5,2889,1
321.7,17.2,2890,1
506.6,20.1,2891,1
662.8,22.88,2892,1
786.9,26.4,2893,1
859,28,2894,1
871,30,2895,1
823,32.24,2896,1
719.4,33.2,2897,1
566.4,33.3,2898,1
392.7,32.5,2899,1
202.2,32.72,2900,1
34.35,31.1,2901,1
58.82,15.7,2902,1
236.2,16.8,2903,1
426.3,19.22,2904,1
597.4,21.96,2905,1
737.6,24.9,2906,1
830,26.9,2907,1
872,29.8,2908,1
846,30.76,2909,1
762.2,32.66,2910,1
628.5,33.12,2911,1
460.3,33.24,2912,1
275.6,31.94,2913,1
92.6,29.76,2914,1
7.54,14.1,2915,1
115.8,15.1,2916,1
372.3,17.3,2917,1
539.3,20.3,2918,1
685.7,22.1,2919,1
797.7,23.56,2920,1
856,24.82,2921,1
852,26.68,2922,1
785.1,27.66,2923,1
670,28.3,2924,1
509,29.3,2925,1
335.2,29.3,2926,1
150.9,29,2927,1
2.21,25.02,2928,1
113.4,15.58,2929,1
301.1,18.58,2930,1
485.1,20.7,2931,1
643.9,23.26,2932,1
770.1,25.64,2933,1
843,28.3,2934,1
856,29.58,2935,1
809,30.7,2936,1
699.3,31.5,2937,1
552.6,33.1,2938,1
377.8,32.3,2939,1
192.7,32.1,2940,1
28.02,30.1,2941,1
71.64,18.26,2942,1
253.2,21.6,2943,1
442.1,24.3,2944,1
610.4,26.1,2945,1
744.5,28.66,2946,1
831,30.8,2947,1
859,33.28,2948,1
824,33.66,2949,1
738.1,34.24,2950,1
601.2,34.8,2951,1
429.8,36.1,2952,1
243.9,34.7,2953,1
66.83,33.62,2954,1
28.55,18.4,2955,1
205.7,21.64,2956,1
394.6,24.56,2957,1
568.4,25.74,2958,1
713.7,28.8,2959,1
811,30.78,2960,1
852,32.5,2961,1
831,34.2,2962,1
751.8,35.02,2963,1
627.5,35.8,2964,1
466.8,36.86,2965,1
283.4,35.9,2966,1
95.1,34.9,2967,1
3.54,15.7,2968,1
115.5,16.7,2969,1
257,20.26,2970,1
321.8,22.1,2971,1
834,25.5,2972,1
359.4,25.82,2973,1
356.5,27.04,2974,1
651.4,29.76,2975,1
386.1,30.62,2976,1
709.1,32,2977,1
426,33.52,2978,1
148.8,32.8,2979,1
52.08,30.7,2980,1
3.69,18.9,2981,1
155.6,21,2982,1
347.8,23.58,2983,1
530.8,26,2984,1
690.6,29.42,2985,1
799.6,32,2986,1
854,32.44,2987,1
857,33.54,2988,1
615.4,34.44,2989,1
676.5,35.1,2990,1
582.6,35.96,2991,1
196,35.1,2992,1
155.4,34.1,2993,1
1.48,30.04,2994,1
133.1,17.76,2995,1
324.2,21.5,2996,1
507.3,24,2997,1
664.4,25.5,2998,1
782.5,28.72,2999,1
848,30.44,3000,1
855,31.96,3001,1
798.7,33.1,3002,1
683.7,34.12,3003,1
534,34.64,3004,1
352.1,34.3,3005,1
166.5,33.5,3006,1
3.72,31.06,3007,1
113.5,17.9,3008,1
302.8,21.92,3009,1
487.9,26.6,3010,1
643.6,28.2,3011,1
769.5,30.5,3012,1
835,32.42,3013,1
847,34.28,3014,1
793.2,35.4,3015,1
689.6,36.5,3016,1
536.4,37.02,3017,1
365.1,36.7,3018,1
173.3,36.3,3019,1
5.99,34.14,3020,1
101.2,19.42,3021,1
285.4,22.9,3022,1
476.9,25.8,3023,1
645.1,28.7,3024,1
766.2,31.2,3025,1
833,32.98,3026,1
843,34.5,3027,1
799.5,34.5,3028,1
690.7,35.18,3029,1
542.1,34.9,3030,1
365.9,33.96,3031,1
178.1,31.9,3032,1
6.38,28.12,3033,1
107,13.7,3034,1
297.7,17.8,3035,1
485.6,20.64,3036,1
646.9,23.76,3037,1
768.8,25.7,3038,1
836,28.76,3039,1
847,30.5,3040,1
797.2,32.1,3041,1
689.8,33.52,3042,1
538.3,34.14,3043,1
365.4,33.96,3044,1
170.9,33.8,3045,1
3.84,31.86,3046,1
109.8,16.6,3047,1
248.3,20.8,3048,1
493.1,24.84,3049,1
650.5,26.88,3050,1
769.1,29.34,3051,1
831,31,3052,1
836,32.96,3053,1
782.6,34.04,3054,1
681.2,35.1,3055,1
524.3,35.28,3056,1
346.8,35.1,3057,1
155.8,34.5,3058,1
1.05,30.1,3059,1
119.6,14.96,3060,1
312.5,17.8,3061,1
497,19.78,3062,1
652.4,23.28,3063,1
767.6,26.08,3064,1
830,28.9,3065,1
834,30.4,3066,1
770.8,31.7,3067,1
654.7,33.32,3068,1
498.8,33.78,3069,1
313.1,33.7,3070,1
127.5,32.7,3071,1
3.94,14.94,3072,1
143.3,16.2,3073,1
335.4,19.2,3074,1
517.1,22.26,3075,1
666.1,24.72,3076,1
778.2,28.02,3077,1
832,30.4,3078,1
823,31.44,3079,1
757.4,33.42,3080,1
632.9,34.42,3081,1
471.6,34.62,3082,1
287,33.92,3083,1
103.3,32.4,3084,1
6.81,12.3,3085,1
181.9,15.44,3086,1
373.8,19.2,3087,1
550.8,21.68,3088,1
696,25.3,3089,1
795.8,28.5,3090,1
837,30.56,3091,1
818,31.78,3092,1
742,32.9,3093,1
608.4,33.3,3094,1
441.8,33.26,3095,1
250.5,32.98,3096,1
64.36,31.14,3097,1
13.52,14.1,3098,1
31.38,14.1,3099,1
362.3,16.62,3100,1
659.2,19.72,3101,1
727.5,22.4,3102,1
813,25.14,3103,1
845,27.42,3104,1
809,27.98,3105,1
719.5,29.48,3106,1
578.5,30.24,3107,1
404.9,29.94,3108,1
215.9,27.92,3109,1
28.18,24.76,3110,1
86,11.2,3111,1
273.4,14.9,3112,1
463.7,18,3113,1
611.8,21.02,3114,1
740.9,24.66,3115,1
810,25.7,3116,1
828,28.48,3117,1
752.6,29.6,3118,1
633.6,31,3119,1
482.3,31.84,3120,1
303.9,31.9,3121,1
125.7,31.1,3122,1
6.69,27.72,3123,1
131,16.22,3124,1
321.2,21.2,3125,1
500.3,24.78,3126,1
653.8,27.34,3127,1
760.6,29.5,3128,1
812,31.84,3129,1
805,33.44,3130,1
733.1,33.8,3131,1
614.1,35.36,3132,1
455.1,35.22,3133,1
271.6,34.4,3134,1
82.1,34,3135,1
12.99,16.72,3136,1
193,20.32,3137,1
383.2,24.9,3138,1
558.9,29.34,3139,1
693.3,32.68,3140,1
790,33.82,3141,1
825,34.4,3142,1
790.2,35.38,3143,1
704.6,36,3144,1
558,36.86,3145,1
395.4,36.5,3146,1
209.3,36.2,3147,1
30.81,34.5,3148,1
75.06,17.2,3149,1
260.7,22.4,3150,1
447.2,26.96,3151,1
606.3,29.6,3152,1
731,32.2,3153,1
803,35.26,3154,1
807,36.72,3155,1
750.9,38,3156,1
649.7,38.86,3157,1
498.2,38.86,3158,1
320.2,37.96,3159,1
143,37.1,3160,1
3.28,19.42,3161,1
188.8,19.44,3162,1
361.1,26.2,3163,1
590.2,29.1,3164,1
720.3,31.22,3165,1
318.2,33.34,3166,1
810,34.9,3167,1
790.3,37.14,3168,1
709.5,38,3169,1
580.4,39.18,3170,1
425.8,38.4,3171,1
244.8,37.78,3172,1
59.58,36.2,3173,1
34.58,16.5,3174,1
232.5,20.44,3175,1
421.6,21.84,3176,1
586.8,25.74,3177,1
708.2,29.14,3178,1
769.1,32.8,3179,1
790.9,34.22,3180,1
753.8,36.22,3181,1
651.3,37.94,3182,1
500.3,36.92,3183,1
322.2,37.1,3184,1
138.1,35.2,3185,1
4.55,31.9,3186,1
132.6,20.5,3187,1
329.2,23.9,3188,1
623,27.1,3189,1
685.1,29.16,3190,1
736.6,31.94,3191,1
775.1,33.1,3192,1
767.1,33.98,3193,1
693.3,34.1,3194,1
566.3,34.24,3195,1
407.6,33.94,3196,1
226.4,32.34,3197,1
50.56,28.88,3198,1
59.71,14.5,3199,1
248.5,18.54,3200,1
434.4,21.52,3201,1
596.1,25.08,3202,1
718.3,27.7,3203,1
788.4,29.36,3204,1
797.6,30.3,3205,1
755.1,31.68,3206,1
659.2,32.9,3207,1
517.1,33.4,3208,1
322.4,33.32,3209,1
121.4,32.14,3210,1
1.31,15.8,3211,1
151,19.04,3212,1
346.4,23.7,3213,1
520.7,25.96,3214,1
659.4,27.6,3215,1
750.3,29.7,3216,1
782.2,30.78,3217,1
757.3,32.32,3218,1
670,33.5,3219,1
540.4,33.52,3220,1
372.4,32.5,3221,1
187.4,30.2,3222,1
19.26,26.56,3223,1
67.3,19.8,3224,1
201.3,21.6,3225,1
221.1,23.2,3226,1
414.8,25.5,3227,1
208.7,24.78,3228,1
276.5,25.08,3229,1
873,26.2,3230,1
795.1,27.76,3231,1
265,26.8,3232,1
157.1,28.2,3233,1
256,27.6,3234,1
75.73,26.8,3235,1
14.44,15.2,3236,1
121.7,16.76,3237,1
289.3,18.8,3238,1
446.7,21.1,3239,1
561.9,23.4,3240,1
669.4,25.2,3241,1
682.5,27.9,3242,1
622.9,28.5,3243,1
503.9,30.44,3244,1
319.3,29.66,3245,1
201.1,29.36,3246,1
66.16,27.9,3247,1
3.84,16.46,3248,1
141.3,17.1,3249,1
340.3,19.76,3250,1
480.3,22.76,3251,1
568.2,25.2,3252,1
709.6,27,3253,1
727.3,29.3,3254,1
760.4,30.54,3255,1
586.4,30.82,3256,1
604.1,31.42,3257,1
243,30.96,3258,1
116.3,30,3259,1
21.23,27.8,3260,1
31.08,16.14,3261,1
132.7,17.2,3262,1
82.5,17.9,3263,1
285.5,19.3,3264,1
302.2,21.2,3265,1
496,23.66,3266,1
366.7,25.2,3267,1
229.6,25.3,3268,1
168.2,26.3,3269,1
100.5,26.2,3270,1
74.39,25.9,3271,1
36.71,25.7,3272,1
53.15,14.3,3273,1
225.7,17.04,3274,1
361.6,18.82,3275,1
536.7,21.64,3276,1
664.7,24.5,3277,1
745.1,27.1,3278,1
749.4,28.54,3279,1
688.4,30.3,3280,1
572.3,31.5,3281,1
429.2,30.8,3282,1
200.2,30.1,3283,1
72.01,29.82,3284,1
25.52,14.8,3285,1
210.5,18.9,3286,1
402.7,22.6,3287,1
565.2,24.5,3288,1
684.6,27,3289,1
746.7,29.2,3290,1
752.5,30.9,3291,1
601,31.6,3292,1
602.4,32.5,3293,1
452.3,32.2,3294,1
271.3,31.7,3295,1
96.5,30.24,3296,1
3.93,17.9,3297,1
51.53,18.4,3298,1
191.1,19.1,3299,1
536.2,21.54,3300,1
661,23.98,3301,1
739.1,27.42,3302,1
755.7,28.32,3303,1
711.5,29.64,3304,1
617.6,30.76,3305,1
472.2,29.86,3306,1
298.1,28.34,3307,1
113.6,27.4,3308,1
0.54,17,3309,1
12.58,16.2,3310,1
15.73,14,3311,1
31.49,14.6,3312,1
88.4,14.48,3313,1
165.5,15.2,3314,1
549,17.42,3315,1
735.8,18.86,3316,1
643.2,20.64,3317,1
495.6,22.06,3318,1
315.6,21.7,3319,1
123.4,21.26,3320,1
1.34,11.3,3321,1
154.7,12.92,3322,1
348.1,16.56,3323,1
509.1,18.68,3324,1
608.8,20.24,3325,1
699.8,21.6,3326,1
727.7,23.18,3327,1
170.1,23.66,3328,1
490.8,23.3,3329,1
77.11,23.48,3330,1
427.1,25.38,3331,1
179.3,23.8,3332,1
0.98,14,3333,1
49.76,14.9,3334,1
123.7,15.48,3335,1
519.1,19.4,3336,1
643.7,21.38,3337,1
742.4,22.04,3338,1
748.4,23.42,3339,1
714.4,24,3340,1
657.4,24.22,3341,1
357.1,24.5,3342,1
411.6,25.2,3343,1
145.2,25.04,3344,1
1.83,13.5,3345,1
205.8,14.56,3346,1
504.9,17.8,3347,1
162.5,18.5,3348,1
53.33,18.3,3349,1
78.82,18.3,3350,1
181.9,18.4,3351,1
191.5,19.56,3352,1
428.5,21.76,3353,1
259.5,21.96,3354,1
179.3,22.8,3355,1
52.84,21.3,3356,1
5.55,11.2,3357,1
177,13.86,3358,1
362.2,17.5,3359,1
528,19.7,3360,1
649.8,22.6,3361,1
723,24.06,3362,1
741.9,25.44,3363,1
690.2,25.86,3364,1
590.4,28,3365,1
445.6,27.6,3366,1
270.6,27.08,3367,1
90,26.28,3368,1
10.59,13.9,3369,1
196.7,15.9,3370,1
385.8,18.82,3371,1
549.1,21.22,3372,1
619.8,23.7,3373,1
732.8,25.18,3374,1
743.5,25.52,3375,1
689.7,26.9,3376,1
580.3,27,3377,1
425.5,27.56,3378,1
246.2,27.5,3379,1
61.93,26.24,3380,1
18.26,14.2,3381,1
247,16.4,3382,1
438.4,18.5,3383,1
597,20.88,3384,1
709.9,23.24,3385,1
768.1,25.64,3386,1
756.6,27.88,3387,1
687.9,28.32,3388,1
566.3,29.04,3389,1
406.4,28.8,3390,1
218.2,28.4,3391,1
31.57,26.88,3392,1
83.7,14.5,3393,1
276.4,19.12,3394,1
457.3,24.3,3395,1
601.2,25.8,3396,1
706.1,27.86,3397,1
752.9,29.08,3398,1
735,29.5,3399,1
658.7,31.2,3400,1
531.8,31.86,3401,1
363.6,31.4,3402,1
175.4,31.3,3403,1
4.19,29.12,3404,1
117.9,15.9,3405,1
311.5,21.9,3406,1
483.3,25.7,3407,1
622.9,28.42,3408,1
710.8,30.2,3409,1
741.3,32.44,3410,1
712.9,33.28,3411,1
625.1,34.2,3412,1
489.9,34.2,3413,1
315,34.1,3414,1
123.6,33,3415,1
3.17,15.36,3416,1
179.7,16.56,3417,1
370.3,22.38,3418,1
536.4,26.26,3419,1
661.5,28.7,3420,1
729.8,31.2,3421,1
739.4,33.1,3422,1
689.5,33.5,3423,1
585.8,34.12,3424,1
435.2,34.22,3425,1
251.8,34.16,3426,1
62.4,32.7,3427,1
36.21,15.5,3428,1
242.2,19.9,3429,1
425.1,24.4,3430,1
576.4,27.3,3431,1
683.2,29.92,3432,1
735.6,31.22,3433,1
723,32.56,3434,1
654.6,33.3,3435,1
534.5,34.7,3436,1
369.4,34.48,3437,1
183.1,34,3438,1
5.97,31.24,3439,1
118.1,17.24,3440,1
307.6,21.68,3441,1
479.7,27.22,3442,1
614.5,30.2,3443,1
702,30.9,3444,1
729.1,32.7,3445,1
696.9,34.16,3446,1
605.6,34.34,3447,1
465.8,34.82,3448,1
293.2,34.4,3449,1
106.5,33.74,3450,1
7.88,15.2,3451,1
192.2,19.08,3452,1
378.7,23.4,3453,1
535.6,27.98,3454,1
649.7,29.58,3455,1
713.6,31.3,3456,1
717.5,32.72,3457,1
660.7,33.02,3458,1
549.8,34.2,3459,1
392.4,34.1,3460,1
216.8,33.7,3461,1
14.62,31.02,3462,1
97.5,15.1,3463,1
